URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://tpc.googlesyndication.com/pagead/js/r20230322/r20110914/client/window_focus_fy2021.js,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,46367,tpc.googlesyndication.com/142.250.194.1,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,76.0,,,,1.0,1.0,74.0,18.939453,54.6875,1384.7656,,56,,,63.0,1355.0,,49.60%
https://tpc.googlesyndication.com/pagead/js/r20230322/r20110914/client/load_preloaded_resource_fy2021.js,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,46367,tpc.googlesyndication.com/142.250.194.1,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,76.0,,,,0.0,1.0,75.0,13.169922,0.0,938.47656,,64,,,89.0,872.0,,43.90%
https://pagead2.googlesyndication.com/pagead/gen_204?id=mys&d=ChQIByoQYXBwX2ludGVyc3RpdGlhbAoHCAgqA2x0cgoLCAEqB2RlZmF1bHQKCggCKgZzZXJ2ZXIKDRArIQAAAAAA4IVAMAESGkNJTHZncnVaLXYwQ0ZkU041Z29kN1lZRDh3IiF0aGlyZF9wYXJ0eS9lbHNhX2ludGVyc3RpdGlhbF9hcHAoIQ==,COMPLETE,204,https,POST,image/gif,/192.168.29.247,46364,pagead2.googlesyndication.com/142.250.193.194,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,149.0,,,,0.0,0.0,149.0,2.8769531,0.0,0.0,,223,0.0,,216.0,,,
https://googleads.g.doubleclick.net/pagead/images/gmob/baseline_pause_white_48dp.png,COMPLETE,200,https,GET,image/png,/192.168.29.247,46358,googleads.g.doubleclick.net/142.250.193.34,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,33.0,,,,0.0,1.0,32.0,10.564453,0.0,207.03125,,145,,,122.0,90.0,,
https://googleads.g.doubleclick.net/pagead/images/gmob/video_unmute_icon_38x38.png,COMPLETE,200,https,GET,image/png,/192.168.29.247,46358,googleads.g.doubleclick.net/142.250.193.34,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,53.0,,,,0.0,0.0,53.0,11.571289,0.0,0.0,,48,,,58.0,522.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0QHbu46JDI23AZKxmkmJ8Jv9srAA5HxSSl8Y4ycxKDpJ9xhuXX0QzyClbJJTllAHS0Qmh9LSAoGI3Ijx4Qqfl73wiBThKGbllibVJ3zigSN6KAyFs7WHcL-F6Ok4dALxd4wbcwhk55mUciTTDmD04BDsugDszufM_pQZ-JGLHx4BsZamkn20rpDWBeZJAvEFw1JyKKyeLyKSXxbjCNB8fOQVIDvU3sNRaxm2BNeBmPMjqBCaAhqNT0bo-8Dt4BaraU8eqGfyDP_evhXzKH2K705BypXO77RiAQK53T254e7usDVaFgqrcF344EWcCt-bCkfTsio3ML6c_tNDTxigg-2tyzoAhXdQVr_69Yvsga9X7ce1C6xPME705h9pTRdTSkY06Kxw2n2_yYQmMHqyQY0xjNUi3so1QgnXDKghhUJYY82rmyTaXt3Sn_ID2GA2owOquUg7GyHS_8GR0VbjhNGuWY&cpn=9uGG2raCs65u7Ng1&isid=oL0_TETaSi2lUhE4eqXFvQ,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,90.0,,,,0.0,0.0,90.0,12.086914,0.0,0.0,,455,,,659.0,0.0,,
https://googleads.g.doubleclick.net/pagead/interaction/?ai=CLk8ca4sgZMKNHdSbmgftjY6YD-G8itNvyemzsOsCwI23ARABIABg5cLkg6QOggEeY2EtbWItYXBwLXB1Yi04MjE5MzYxNzM5ODU2MjA4yAEF4AIAqAMByAMCmAQIqgTzAk_QA9rq3j5AIXkTHlm6r7myv7EY_RN88ZJY-F9VqYy-OL2ESy0j_w_PkUnQCyGagPqLNEY9yfVQ5AfLnw47KzDS6eYqELWE3npVIQmeTs-yDwKh6S2s69YuCTRMUTiaUI24mOqZ8h_638XLk298roA23dPptQmGXQldhiHOvzStMzeHizFsr8HEO0e0R0Q7iOzZI3ztDAdssbu5lyeuRr57gGz3sxj5jflwGCCkGRsMbTUXu3nj85hvu_FKAEaKi3tYVYR-eXV6aVIBqpKiRvN6_LaR5LSXrJdsus2E-egzUXT6WPndPeEZ139CvRTkle1igubFJjRKeVsjNjwlOfkdglTkzmpgAkYuHjBF4MrjgrnJYuyQPPYTkV41Ksgama5V61Ghzuc_V7zwFr6LTTYnTk0580oNJ8rb7OpwAb-CwSjlTipO5Ox0nGv3KloCdB0Lrz8yt6frey1SwjBb00PsLUGoFifWXFpDnstLDRoo0dQN4AQBgAafmpqVm73rnRSgBiqIBwGQBwKoB6a-G6gHltgbqAeqm7ECqAeDrbECqAf_nrECqAffn7EC2AcA0ggOEAIyAQA6B5_QgICAgAT6CwIIAYAMAdAVAYAXAQ&sigh=Ct0m440QH2U&label=video_ad_loaded,COMPLETE,200,https,GET,image/gif,/192.168.29.247,46377,googleads.g.doubleclick.net/142.250.193.34,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,104.0,2.0,7.0,8.0,0.0,0.0,87.0,26.291992,0.0,0.0,957.0,953,,372.0,476.0,42.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0RmwyJoTv6pvswc1JtYVeTmjPOZRXUD3T9rUpddEOSdE-9Q94-dRnn8gKecte7U3gnj-0h0HEAwoxsaabQVcBxciLbcPm0LLYK2PjXx2nCPRr2am45XQOKufyxUNd20NXM-Qvw6iuhT7CnRGwj_8xMSdc3R9L2Rl-mzL-hNTnViU24ZKgM2WOU6fAZuBq_My8ud1tTt62n0SF0IoYsQwkpPLTpItHzhQUUfNA0srV-I29zULivPRysrjl7gBkloSohPxwnThl2K-ANrexsgWXMjOxTHbJIfEE6ewHJ0rmClCnlPdcZ4aNuy6SyYYFVdz_9UA4G6yjZj1yRWjZhht3r85EXh_iXKTgI0-x4ngUWYR5wZAlNzTt3ghANhcW7Zc533PUAig4mWAnul6qr5zTWPO1-_M8d8vrjw8Jk-Nsk8Wrh9eVpUvETF0Xjhe4BrTEjX5jJ80BAtdw6c9lPdNcrhQKVUfJiddGddJCZDPUo-6caPhuMCTV4&cpn=enXqT_vPOHYG80Y0&isid=oL0_TETaSi2lUhE4eqXFvQ,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,96.0,,,,0.0,0.0,96.0,11.606445,0.0,0.0,,478,,,663.0,0.0,,
https://googleads.g.doubleclick.net/pagead/interaction/?ai=CBRIya4sgZMKNHdSbmgftjY6YD-G8itNvyemzsOsCwI23ARABIABg5cLkg6QOggEeY2EtbWItYXBwLXB1Yi04MjE5MzYxNzM5ODU2MjA4yAEF4AIAqAMByAMCmAQIqgTwAk_QA9rq3j5AIXkTHlm6r7myv7EY_RN88ZJY-F9VqYy-OL2ESy0j_w_PkUnQCyGagPqLNEY9yfVQ5AfLnw47KzDS6eYqELWE3npVIQmeTs-yDwKh6S2s69YuCTRMUTiaUI24mOqZ8h_638XLk298roA23dPptQmGXQldhiHOvzStMzeHizFsr8HEO0e0R0Q7iOzZI3ztDAdssbu5lyeuRr57gGz3sxj5jflwGCCkGRsMbTUXu3nj85hvu_FKAEaKi3tYVYR-eXV6aVIBqpKiRvN6_LaR5LSXrJdsus2E-egzUXT6WPndPeEZ139CvRTkle1igubFJjRKeVsjNjwlOfkdglTkzmpgAkYuHjBF4MrjgrnJYuyQPPYTkV41Ksgama5V61Ghzuc_V7zwFr6LTTYnTk0580oNJ8rb7OpwAb-CwSjlTipO5Ox0nCn1C8jNpKx5To5gfxDag7Jq4jq_2W30wJ8HJ99DgHBvhga-pGjJ4AQBgAafmpqVm73rnRSgBiqIBwGQBwKoB6a-G6gHltgbqAeqm7ECqAeDrbECqAf_nrECqAffn7EC2AcA0ggOEAIyAQA6B5_QgICAgASACgP6CwIIAYAMAdAVAYAXAbIXHAoaEhRwdWItODIxOTM2MTczOTg1NjIwOBjUvHM&sigh=EnwkBHx2OPI&cid=CAQSjQEA1BOcprjYlQV7npcthHCNs8M6x9E5UsmPCzmwlZvPwxq7E_mLPlPHwVIAxRlKfN9DuoNW6iS_ce8WwQjYQwG_ePXobSVrsMFoVZ2UeBCahGSJajhQZ1M-ztJ4lhLKIJV3R5d3FpXhGpWXAR_haiI8VdyHwcUbkGwBZOW_izU1ZugmPVnZBvNO2GW3O9E&label=drx_mediation_request_fill_result&mediation_fill_status=97543582921.0.5593.0,COMPLETE,200,https,GET,image/gif,/192.168.29.247,49799,googleads.g.doubleclick.net/142.250.193.34,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,938.0,1.0,320.0,46.0,0.0,0.0,571.0,3.0,0.0,0.0,1023.0,1427,,390.0,0.0,42.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0TQd7DOwJ7330a7L80TWxQ1tipJAOC2tpkwQDaRs9RyRrGACOAcOT-HtdR-MOK6MJl-9SLZ6axLC3nT0UXpeWrrecme3Nimgtt4urmxxZ-hC-1hr-MgIh_RgCoprhvmJn32voLwrMut5NLBuovLnx2SedQTY8xS0PWGpHxnbMvCny-vjGNpk8JB1KaXQQCCTfs-OukQ40OEanvGvE_dLiVsELwlGFR5teKvBdzs1VgUERcH6Yd3uxXfXLAXhus3N_vvJ4QvxZBXQV044dZlB9ezB3-WC7ZtGwxqcqurBK6AItZngxXvjoB2O9McD5i3q8kZrU1ojces2QmLH3npOuMT2_nyyCfiA48nhHMD7ACiqj_p7XUKFStC_BzdorlpIXok9wh1bdrK-kNLvFIwWWVP5uKnldZ3Nvb7rLZohwZ21XuKGDPZTxvlZlcfWOIcpJ0vNcL8zzvNFgo&cpn=kD2jZ089CNXzZyoP&isid=oL0_TETaSi2lUhE4eqXFvQ,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,96.0,,,,0.0,1.0,95.0,12.817383,0.0,661.1328,,583,,,677.0,0.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0SyzfrLyJg_tXH_Y5L1ThdkByIAimMZiHTJMa2qzybvdGLzatdCSrOqLWZADWsHF4SgkBBcwNhpQacXqp1yYHGtleIRXsOp7z9b2OI9EHmwqtWFdeWKaj6a-7GgsZpA8mSSnPJH1EIBgNXtNrjwvY3gCrKArgd1MzTHpb9ZLZ6nKfDHgeOQG66f7K9_HJaNzIJ47MYiWPeSdrY11Y8ZFJUMeowiPKk2NGbbFevQd0injVAbIGqPbqZT8XUEYauj3qGcAa28Or5AkttCuGJrShmjtJNaRZKPDsWIvVqddCAknfYpihUxxuZVO-msS6mAd2bHlvt5ELbMvfVCBxp6-Y361ipvip6Dsh1DXiarJb_xWDlsjsC-qVUo8uX0hWQOFA006QiYH71DVjWecqhHCJNFkCMeek5ofGaaF_ALfE__-eoNwykCaJKMPXp_vpizELvqYJhz16829is5FJGhxfTrq2VoxyXnCj61kyuEvg&cpn=l-wTK_m1_pNhguFq&isid=oL0_TETaSi2lUhE4eqXFvQ,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,96.0,,,,1.0,1.0,94.0,11.494141,458.0078,645.5078,,469,,,661.0,0.0,,
https://play-fe.googleapis.com/fdfe/bulkDetails?dt=1&nocache_qos=lt,COMPLETE,200,https,POST,application/protobuf,/192.168.29.247,46359,play-fe.googleapis.com/142.250.192.174,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,145.0,,,,5.0,1.0,139.0,17.766602,19.335938,2479.4922,,23,76.0,,74.0,2465.0,,43.80%
https://play-fe.googleapis.com/fdfe/delivery?doc=in.mohalla.sharechat&ot=1&vc=230411&bvc=230411&pf=1&pf=2&pf=3&pf=4&pf=5&pf=7&da=3&bda=3&bf=2&fdcf=1&fdcf=2&ch=Q5AXYL7IqvKRF4JPb0QzSslzico&mn=config.arm64_v8a&mn=motion_video&dsp=CjESLwotCitjRmZ3d2hIdjJ2clJ5ZDNQbEJVYzFMZGtVUmdESlVEQ1ROd3ZkclhVa25v&st=EJaQgqEGGf8FhwUiCNlB&ia=false&isid=CFCRC2iRTSCWOp79RzDAqA&nocache_qos=lt,COMPLETE,200,https,GET,application/protobuf,/192.168.29.247,46359,play-fe.googleapis.com/142.250.192.174,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,142.0,,,,0.0,2.0,140.0,50.78125,0.0,3465.332,,287,,,45.0,7052.0,,35.80%
https://play.googleapis.com/download/by-token/download?token=AOTCm0TEK8nwWuHTbojCfoRaS8RkyyAM2TV9f197cfY4ia84usb6RuPT9RxiLKfZK1Zjz9aF7Htjr-hIp1DpatgPLx80KBS8ncL5ME8TM_LRIm7kROKwPAFPt-AO-uPijtd9_noi3EnqIpbiLd3yNTtHyldvpHDg9Qxuv4AeNqmkfMkNwbleCPeCtPT48zQfbPx0tsh53gMOgtMdUElgbv8Mwga_-3G7L4d6SZaDRdX-zHeBeOYVXBicAOIc-vF12iLNDBGRGR9UTGmSgA_axHcads6cIQl0Vx5llppBesoko9ffRjtv65dZFzbZC6nPBpFT60CUZv6Eh7Agi-fudmvkeojnyrysnTH9RZtMxqj1wQWYgS6VggMrRM4cEQCASYgx1qTHqMw8yZOWNOKQN59F8CbbhhmIxCio071KOhhVfaAsq72hfYFB_Pghqt-4RAb9J5MmoWCsNJve&cpn=FU6s-DXCmfh58wtl&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,94.0,,,,0.0,1.0,93.0,11.448242,0.0,644.53125,,442,,,660.0,0.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0Tk0Fytkti8Kh1_mEysPG9IwCodkSI2lhqX-aicytfdnR0o1WzOr-TjI_DJjHfQ_M5Y3b5ham3WnEYTJko6iCdGr4ib06_crfNj5kXsivqSg4IrKpKDwk94XpYXI2aF4p3nsKg-DNcsrcYTmjY08Jw7GDIWhoiHGIScLCx1uhBLVox7_Ic6vg4fioN1JdFrqI3HFarR3D_BH0juCMuF731Orr0u7CAuKG5s-e7xwVhHlV0O3KkkDGMq9DGp8dhiHqOwiy2vg30zYMnxW-sBIE8j5iEPfV2oTtluI5FywdwwcKtNVIys6Z-c4rIwISeXxSx9UxgFhxHEfm0a7lrl1fZezBjEcJIQfpKL7wiO-4k-S7nVsKx_UGLcPxVLRMToyJ-JMpNzx1FmqDDfUQdiKlG71b76Ma90zlD8Zfehi9IZVLEWZtPyjimNn8G8tljPlGK5LevnAFPfyGLdf1xgdWOQBaVzsJE3llgFew62&cpn=qebcLn8m-dMFZBsu&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,91.0,,,,0.0,0.0,91.0,12.072266,0.0,0.0,,465,,,660.0,0.0,,
https://www.googleapis.com/androidantiabuse/v1/x/create?alt=PROTO&key=AIzaSyBofcZsgLSS7BOnBjZPEkk4rYwzOIz-lTI,COMPLETE,200,https,POST,application/x-protobuf,/192.168.29.247,46357,www.googleapis.com/172.217.166.202,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,106.0,,,,3.0,8.0,95.0,177.65137,277.01758,2250.0,,8,843.0,,44.0,18388.0,,-0.20%
https://gmscompliance-pa.googleapis.com:443/google.internal.gmscore.gmscompliance.v1.GmsCompliance/GetEnforcement,EXCEPTION,200,https,POST,application/grpc,/192.168.29.247,49539,gmscompliance-pa.googleapis.com/142.250.193.234,443,java.io.IOException: Stream cancelled by CLIENT,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:45,59732.0,23.0,6.0,98.0,11.0,59193.0,401.0,0.48339844,526.3672,0.390625,1478.0,294,4157.0,23295.0,126.0,264.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0REZDdrjvlm-u-j8DeJ7OPe5cb0ltFX6gDWi7hMprmg-0ycQ7pDWSIOhVE4emcWdFyJ4b3ZAXtZgoEVFthuRGu4oJE8PUcjUoCL6l3fl_eWeEvruow69Q_n7FvBm3auuaspN-R1bkT2htgxShyVTG9wCMQhQyguIvAA4Cc5UQb0rGTciQICZdwiXGNjJJaNWTv2izcq6UPZUmYtTr7OvvACPewI9HJjtZFSz0Y5J9x5qtnHycLL4YzjY9-8JQYUriVOdls0_gre_mX0kBsEaNQ4r70kPHHciJDR3NIvdZkRrVpbOzxBxH8IH5gDAoeNXBEFSrkrdYW50ee2GT1b24yHMAtyUxiP36n41USfaGZcbIpsUiQFFiqiKLpWT2irWpTCL62dPYHywpuLf9ETxtj7bhGiGQKN8BpJG7T21XeNb7YhPXI0AbAa4c0cZd83cGQbJRdTfdIBmB8&cpn=HzPc9b358hNPW7rs&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,103.0,,,,0.0,1.0,102.0,10.504883,0.0,646.4844,,446,,,662.0,0.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0TII_fOiLYAuZlgHlhzk1ycItxjcC1CiGmetp-gqmKcu6_boiDryoMSRumbA9lICpJAerZCJa0cqsQ7fx9ghNkXL-HtWt9ESPDnb9Arozt_X3dzVnIUzzRFJH7kPGs54IVh06zH7mUU0Uz-kRKm8Lt9ZCjCSQYsFYOCdhLaxPA8cj61_dVdDyFyhsqktGkMa0vJmi2brdvFYOUBi3EpLxLCnNJiY1CEzSKzmKmqrU_IcX8mZbOx9SmRgBD3x-GihDT_DLPufrV6oYxtyAzckdPrtfJgGT9uPH6B2c8Ba1Vr2td_5iVwPjpd--YP3ecT9pAaT4DgLLUtt7iYxU3jvI1noGcVZ2sT455T9DxWXdaze_aJ82bz6PpjdxUziQF5LNu9oNjDwNwff2Kg31ZKYCK8Jv1TrFPyDyAidMBexe-Gq-UncecM8NXOSHBAc6NN6tQDuN1y7_FxEHBqV0wimc8fDUZgY1ZIeklKC8o5xA&cpn=RvT7MxFPbSDyVZDz&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,91.0,,,,0.0,0.0,91.0,13.4140625,0.0,0.0,,468,,,782.0,0.0,,
https://play.googleapis.com/play/log?format=raw&proto_v2=true,COMPLETE,200,https,POST,text/plain; charset=utf-8,/192.168.29.247,40124,play.googleapis.com/142.250.192.234,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,115.0,,,,0.0,1.0,114.0,40.938477,0.0,232.42188,,771,3812.0,,0.0,238.0,88.60%,-2063.60%
